sentence_id	words	labels
1058	porté	O
1058	un	O
1058	toast	O
1058	au	O
1058	Président	O
1058	de	O
1058	la	O
1058	Républiquc	I-ORG
1058	française	I-ORG
1058	,	O
1058	au	O
1058	roi	O
1058	,	O
1058	,	O
1058	i	O
1058	la	O
1058	reine	O
1058	et	O
1058	à	O
1058	la	O
1058	familles	O
1058	royale	O
1058	de	O
1058	Belgique	O
1058	.	O
1059	A	O
1059	CONSTANTINOPLE	I-LIEU
1059	Constantinople	I-LIEU
1059	,	O
1059	1er	O
1059	janvier-	O
1059	.	O
1060	Une	O
1060	brillanie	O
1060	réception	O
1060	a	O
1060	eu	O
1060	lieu	O
1060	à	O
1060	l'	O
1060	ambassade	O
1060	de	O
1060	France	I-LIEU
1060	à	O
1060	l'	O
1060	occasion	O
1060	du	O
1060	1er	O
1060	janvier	O
1060	.	O
1061	Lue	O
1061	délégation	O
1061	de	O
1061	la	O
1061	colonie	O
1061	française	O
1061	a	O
1061	prié	O
1061	lo	O
1061	chargé	O
1061	d'	O
1061	affaires	O
1061	de	O
1061	transmettre	O
1061	ses	O
1061	souhaits	O
1061	respectueux	O
1061	au	O
1061	Président	O
1061	de	O
1061	la	O
1061	République	I-ORG
1061	.	O
1062	LA	O
1062	CATASTROPHE	O
1062	DE	O
1062	CALUMET	I-LIEU
1062	Londres	I-LIEU
1062	,	O
1062	janvier	O
1062	.	O
1063	L'	O
1063	enquête	O
1063	ouverte	O
1063	à	O
1063	Calumet	I-LIEU
1063	.	O
1064	Etat	I-ORG
1064	de	I-ORG
1064	Michigan	I-ORG
1064	,	O
1064	au	O
1064	sujet	O
1064	des	O
1064	-causes	O
1064	de	O
1064	la	O
1064	terrible	O
1064	panique	O
1064	qui	O
1064	s'	O
1064	est	O
1064	produite	O
1064	dans	O
1064	un	O
1064	cinéma	O
1064	,	O
1064	la	O
1064	veille	O
1064	de	O
1064	Noël	O
1064	,	O
1064	et	O
1064	qui	O
1064	a	O
1064	coûté	O
1064	la	O
1064	vie	O
1064	à	O
1064	soixantedouze	O
1064	personnes	O
1064	,	O
1064	en	O
1064	grande	O
1064	majorité	O
1064	des	O
1064	enJants	O
1064	et	O
1064	des	O
1064	femmes	O
1064	,	O
1064	a	O
1064	pris	O
1064	fin	O
1064	aujourd'hui	O
1064	.	O
1065	L'	O
1065	hypothèse	O
1065	émise	O
1065	le	O
1065	jour	O
1065	de	O
1065	la	O
1065	catastrophe	O
1065	et	O
1065	d'après	O
1065	laquelle	O
1065	les	O
1065	cris	O
1065	de	O
1065	«	O
1065	Au	O
1065	feu	O
1065	»	O
1065	qui	O
1065	provoquèrent	O
1065	cette	O
1065	panique	O
1065	,	O
1065	auraient	O
1065	été	O
1065	poussés	O
1065	par	O
1065	les	O
1065	ennemis	O
1065	de	O
1065	la	O
1065	fédération	O
1065	des	O
1065	mineurs	O
1065	,	O
1065	alors	O
1065	en	O
1065	grève	O
1065	,	O
1065	a	O
1065	été	O
1065	formellement	O
1065	repoussée	O
1065	comme	O
1065	invraisemblable	O
1065	et	O
1065	inacceptable	O
1065	par	O
1065	le	O
1065	;	O
1065	membres	O
1065	du	O
1065	jury	O
1065	.	O
1066	TEMPÊTES	O
1066	DE	O
1066	NEIGE	O
1066	EN	O
1066	ALLEMAGNE	I-LIEU
1066	Berlin	I-LIEU
1066	,	O
1066	1	O
1066	""""	O
1066	janvier	O
1066	.	O
1067	La	O
1067	neige	O
1067	continue	O
1067	sans	O
1067	arrêt	O
1067	.	O
1068	La	O
1068	circulation	O
1068	des	O
1068	trains	O
1068	est	O
1068	interrompue	O
1068	entre	O
1068	Berth	I-LIEU
1068	et	O
1068	Préro'v	I-LIEU
1068	la	O
1068	voie	O
1068	ayant	O
1068	été	O
1068	coupée	O
1068	par	O
1068	les	O
1068	eaux	O
1068	.	O
1069	D'	O
1069	autre	O
1069	part	O
1069	,	O
1069	les	O
1069	amoncellements	O
1069	de	O
1069	neige	O
1069	ont	O
1069	rendu	O
1069	impraticable	O
1069	le	O
1069	tronçon	O
1069	de	O
1069	Ki	O
1069	.	O
1070	'	O
1070	lbcip	O
1070	'	O
1070	,	O
1070	:i	O
1070	Koesiin	I-LIEU
1070	.	O
1071	Un	O
1071	train	O
1071	a	O
1071	été	O
1071	bloqué	O
1071	par	O
1071	la	O
1071	neige	O
1071	rie	O
1071	Reussen	I-LIEU
1071	.	O
1072	La	O
1072	circulation	O
1072	est	O
1072	également	O
1072	interrompue	O
1072	sur	O
1072	Ja	O
1072	ligne	O
1072	d'	O
1072	Hetistedl	I-LIEU
1072	,	O
1072	ofu	O
1072	la	O
1072	couche	O
1072	de	O
1072	neige	O
1072	atteint	O
1072	quatre	O
1072	mètres	O
1072	.	O
1073	Des	O
1073	éboulemenls	O
1073	considérables	O
1073	se	O
1073	sont	O
1073	produits	O
1073	sur	O
1073	le	O
1073	rivage	O
1073	de	O
1073	l'	O
1073	tle	O
1073	Hiddensec	I-LIEU
1073	.	O
1074	Des	O
1074	digues	O
1074	ont	O
1074	été	O
1074	emportées	O
1074	près	O
1074	de	O
1074	PréNOS	I-LIEU
1074	AVIATEURS	O
1074	EN	O
1074	ORIENT	O
1074	Bonnier	I-LIEU
1074	,	O
1074	à	O
1074	son	O
1074	tour	O
1074	,	O
1074	est	O
1074	arrivé	O
1074	au	O
1074	Caire	I-LIEU
1074	Le	O
1074	Caire	I-LIEU
1074	,	O
1074	le	O
1074	,	O
1074	janvier	O
1074	.	O
1075	L'	O
1075	aviateur	O
1075	Mare	I-PERS
1075	Bonnier	I-PERS
1075	,	O
1075	qui	O
1075	,	O
1075	arrivé	O
1075	à	O
1075	Beyrouth	I-LIEU
1075	ces	O
1075	jours	O
1075	derniers	O
1075	,	O
1075	était	O
1075	allé	O
1075	de	O
1075	là	O
1075	à	O
1075	Jérusalem	I-LIEU
1075	.	O
1076	""""	O
1076	a	O
1076	quitté	O
1076	cette	O
1076	ville	O
1076	ce	O
1076	rnatin	O
1076	,	O
1076	avec	O
1076	l'	O
1076	intention	O
1076	de	O
1076	venir	O
1076	au	O
1076	Caire	I-LIEU
1076	.	O
1077	Il	O
1077	a.	O
1077	.	O
1078	nit	O
1078	escale	O
1078	il	O
1078	Port-Saïd	I-LIEU
1078	,	O
1078	où	O
1078	il	O
1078	a	O
1078	atterri	O
1078	à	O
1078	midi	O
1078	là	O
1078	.	O
1079	A	O
1079	deux	O
1079	heures	O
1079	de	O
1079	l'	O
1079	après-midi	O
1079	,	O
1079	il	O
1079	en	O
1079	est	O
1079	reparti	O
1079	et	O
1079	est	O
1079	enfin	O
1079	descendu	O
1079	sur	O
1079	l'	O
1079	aéi	O
1079	rodrome	O
1079	d'	O
1079	rléliopojis	O
1079	à	O
1079	5	O
1079	h.	O
1079	20	O
1079	.	O
1080	Bonnier	I-PERS
1080	,	O
1080	quai	O
1080	était	O
1080	accompagné	O
1080	de	O
1080	son	O
1080	rné|	O
1080	cf	O
1080	.	O
1081	nicien	O
1081	Bernier	I-PERS
1081	,	O
1081	a	O
1081	été	O
1081	l'	O
1081	objet	O
1081	d'	O
1081	une	O
1081	récepIl	O
1081	s'	O
1081	est	O
1081	ensuite	O
1081	rendu	O
1081	en	O
1081	automobile	O
1081	au	O
1081	Caire	I-LIEU
1081	,	O
1081	où	O
1081	il	O
1081	séjournera	O
1081	pendant	O
1081	quelques	O
1081	jours	O
1081	.	O
1082	et	O
1082	la	O
1082	risée	O
1082	universelles	O
1082	,	O
1082	en	O
1082	commettant	O
1082	une	O
1082	incommensurable	O
1082	gaffe	O
1082	Mais	O
1082	une	O
1082	force	O
1082	le	O
1082	poussait	O
1082	en	O
1082	avant	O
1082	,	O
1082	malgré	O
1082	sa	O
1082	volonté	O
1082	.	O
1083	11	O
1083	consulta	O
1083	1e	O
1083	Bottin	O
1083	,	O
1083	le	O
1083	Bottin	O
1083	mondain	O
1083	,	O
1083	l'	O
1083	Annuaire	O
1083	de	O
1083	Tout-Paris	I-LIEU
1083	,	O
1083	l'	O
1083	Annuaire	O
1083	du	O
1083	téléphone	O
1083	,	O
1083	afin	O
1083	de	O
1083	chercher	O
1083	quels	O
1083	étaient	O
1083	les	O
1083	locataire	O
1083	?	O
1084	du	O
1084	mystérieux	O
1084	immeuble	O
1084	.	O
1085	Il	O
1085	en	O
1085	trouva	O
1085	une	O
1085	partie	O
1085	.	O
1086	Il	O
1086	ne	O
1086	les	O
1086	trouva	O
1086	pas	O
1086	tous	O
1086	.	O
1087	Un	O
1087	quart	O
1087	d'	O
1087	heure	O
1087	après	O
1087	,	O
1087	les	O
1087	trois	O
1087	hommes	O
1087	étaient	O
1087	devant	O
1087	la	O
1087	maisons	O
1087	.	O
1088	César	I-PERS
1088	entrait	O
1088	,	O
1088	montait	O
1088	jusqu'	O
1088	au	O
1088	sixième	O
1088	,	O
1088	redescendait	O
1088	,	O
1088	traversait	O
1088	une	O
1088	vaste	O
1088	cour	O
1088	,	O
1088	remontait	O
1088	dans	O
1088	un	O
1088	autre	O
1088	corps	O
1088	de	O
1088	bâtiment	O
1088	,	O
1088	et	O
1088	,	O
1088	tout	O
1088	coup	O
1088	,	O
1088	avant	O
1088	pénétré	O
1088	par	O
1088	te	O
1088	boulevard	I-LIEU
1088	Malesherbes	I-LIEU
1088	,	O
1088	il	O
1088	ressortait	O
1088	par	O
1088	l'	O
1088	avenue	I-LIEU
1088	Wagram	I-LIEU
1088	.	O
1089	Pas	O
1089	mal	O
1089	choisi	O
1089	murmura	O
1089	-t-il	O
1089	.	O
1090	Et	O
1090	il	O
1090	rejoignit	O
1090	les	O
1090	deux	O
1090	apôtres	O
1090	qui	O
1090	l'	O
1090	atten-'daient	O
1090	le	O
1090	long	O
1090	du	O
1090	chemin	O
1090	de	O
1090	fer	O
1090	de	O
1090	ceinture	O
1090	.	O
1091	Bérode	I-PERS
1091	,	O
1091	vous	O
1091	interrogerez	O
1091	les	O
1091	concierges	O
1091	de	O
1091	l'	O
1091	avenue	I-LIEU
1091	Wagram	I-LIEU
1091	.	O
1092	Vous	O
1092	,	O
1092	Vérimond	I-PERS
1092	,	O
1092	ceux	O
1092	du	O
1092	boulevard	I-LIEU
1092	Malesnerbes	I-LIEU
1092	.	O
1093	Soyez	O
1093	généreux	O
1093	.	O
1094	Mais	O
1094	comme	O
1094	il	O
1094	faut	O
1094	s'	O
1094	attendre	O
1094	à	O
1094	ce	O
1094	qu'	O
1094	ils	O
1094	refusent	O
1094	de	O
1094	parler	O
1094	.	O
1095	car	O
1095	nous	O
1095	ne	O
1095	sommes	O
1095	pas	O
1095	de	O
1095	la	O
1095	police	O
1095	officielle	O
1095	,	O
1095	moi	O
1095	je	O
1095	vais	O
1095	attaquer	O
1095	le	O
1095	taureau	O
1095	par	O
1095	!	O
1096	es	O
1096	cornes	O
1096	.	O
1097	L'	O
1097	immeuble	O
1097	appartient	O
1097	a	O
1097	la	O
1097	Banque	I-ORG
1097	Universelle	I-ORG
1097	.	O
1098	Je	O
1098	suis	O
1098	un	O
1098	des	O
1098	gros	O
1098	actionnaires	O
1098	.	O
1099	Rue	I-LIEU
1099	Taitbout	I-LIEU
1099	.	O
1100	au	O
1100	siège	O
1100	social	O
1100	,	O
1100	j'	O
1100	aurai	O
1100	la	O
1100	liste	O
1100	des	O
1100	locataires	O
1100	.	O
1101	Nous	O
1101	la	O
1101	discuterons	O
1101	.	O
1102	Rendez-vous	O
1102	au	O
1102	restaurant	I-ORG
1102	du	I-ORG
1102	Rocher	I-ORG
1102	.	O
1103	à	O
1103	midi	O
1103	.	O
1104	A	O
1104	midi	O
1104	,	O
1104	tous	O
1104	les	O
1104	trois	O
1104	attaquaient	O
1104	un	O
1104	fort	O
1104	chàteaubriant	I-LIEU
1104	,	O
1104	entouré	O
1104	de	O
1104	pommes	O
1104	de	O
1104	terre	O
1104	soufflées	O
1104	,	O
1104	accompagné	O
1104	d'	O
1104	une	O
1104	bou	O
1104	:	O
1104	eille	O
1104	de	O
1104	vin	O
1104	mousseux	O
1104	de	O
1104	Saumur	I-LIEU
1104	,	O
1104	au	O
1104	restaurant	O
1104	.	O
1105	Et	O
1105	César	I-PERS
1105	résuma	O
1105	les	O
1105	renseignements	O
1105	recueillis	O
1105	dans	O
1105	la	O
1105	matinée	O
1105	De	O
1105	tout	O
1105	ce	O
1105	que	O
1105	vous	O
1105	avez	O
1105	appris	O
1105	,	O
1105	de	O
1105	tout	O
1105	ce	O
1105	que	O
1105	je	O
1105	sais	O
1105	,	O
1105	il	O
1105	résulte	O
1105	qu'	O
1105	il	O
1105	y	O
1105	a	O
1105	,	O
1105	dans	O
1105	la	O
1105	maison	O
1105	,	O
1105	un	O
1105	locataire	O
1105	suspect	O
1105	.	O
1106	On	O
1106	l'	O
1106	appelle	O
1106	Jean	I-PERS
1106	Simon	I-PERS
1106	.	O
1107	Il	O
1107	faut	O
1107	que	O
1107	ce	O
1107	soir	O
1107	,	O
1107	il	O
1107	faut	O
1107	que	O
1107	Le	O
1107	sang	O
1107	coule	O
1107	partout	O
1107	au	O
1107	Mexique	I-LIEU
1107	Londres	I-LIEU
1107	,	O
1107	janvier	O
1107	.	O
1108	La	O
1108	bataille	O
1108	qui	O
1108	a	O
1108	commencé	O
1108	hier	O
1108	à	O
1108	Ojinaga	O
1108	entre	O
1108	les	O
1108	troupes	O
1108	fédérales	O
1108	mexicaines	O
1108	,	O
1108	qui	O
1108	s'	O
1108	y	O
1108	sont	O
1108	retranchées	O
1108	,	O
1108	et	O
1108	le§	O
1108	révolutionnaires	O
1108	,	O
1108	n'	O
1108	a	O
1108	pas	O
1108	encore	O
1108	pris	O
1108	fin	O
1108	.	O
1109	D'après	O
1109	une	O
1109	dépêche	O
1109	de	O
1109	Presidio	I-LIEU
1109	,	O
1109	au	O
1109	Texas	I-LIEU
1109	,	O
1109	les	O
1109	experts	O
1109	militaires	O
1109	améric	O
1109	:	O
1109	:ns	O
1109	qui	O
1109	suivent	O
1109	de	O
1109	loin	O
1109	le	O
1109	combat	O
1109	sont	O
1109	d'	O
1109	avis	O
1109	qtt«v	O
1109	les	O
1109	fédéraux	O
1109	n'	O
1109	ont	O
1109	que	O
1109	peu	O
1109	de	O
1109	chance	O
1109	de	O
1109	repousser	O
1109	leurs	O
1109	adversaires	O
1109	.	O
1110	Un	O
1110	grand	O
1110	nombre	O
1110	d'	O
1110	officiers	O
1110	fédéraux	O
1110	,	O
1110	parmi	O
1110	lesquels	O
1110	le	O
1110	général	O
1110	Caravao	I-PERS
1110	,	O
1110	commandant	O
1110	les	O
1110	vol6ntaires	O
1110	,	O
1110	ont	O
1110	,	O
1110	dit	O
1110	-on	O
1110	,	O
1110	été	O
1110	tués	O
1110	.	O
1111	Une	O
1111	autre	O
1111	grande	O
1111	bataille	O
1111	a	O
1111	eu	O
1111	lieu	O
1111	ce	O
1111	matin	O
1111	à	O
1111	Nuevo	I-PERS
1111	Laredo	I-PERS
1111	,	O
1111	qui	O
1111	a	O
1111	été	O
1111	attaquée	O
1111	par	O
1111	les	O
1111	révolutionnaires	O
1111	.	O
1112	On	O
1112	estime	O
1112	à	O
1112	deux	O
1112	cents	O
1112	morts	O
1112	,	O
1112	causées	O
1112	pour	O
1112	la	O
1112	plupart	O
1112	par	O
1112	l'	O
1112	emploi	O
1112	des	O
1112	mitrailleuses	O
1112	,	O
1112	les	O
1112	pertes	O
1112	subies	O
1112	par	O
1112	les	O
1112	deux	O
1112	adversaires	O
1112	.	O
1113	Elles	O
1113	sont	O
1113	toutefois	O
1113	plus	O
1113	élevées	O
1113	pour	O
1113	les	O
1113	fédéraux	O
1113	qui	O
1113	ont	O
1113	eu	O
1113	une	O
1113	compagnie	O
1113	entière	O
1113	anéantie	O
1113	par	O
1113	les	O
1113	rebelles	O
1113	.	O
1114	Ce	O
1114	combat	O
1114	pourrait	O
1114	avoir	O
1114	pour	O
1114	résultat	O
1114	l'	O
1114	entrée	O
1114	en	O
1114	territoire	O
1114	américain	O
1114	de	O
1114	2	O
1114	soldats	O
1114	mexicains	O
1114	.	O
1115	Le	O
1115	commandant	O
1115	des	O
1115	troupes	O
1115	américaines	O
1115	,	O
1115	qui	O
1115	surveille	O
1115	la	O
1115	frontière	O
1115	,	O
1115	a	O
1115	reçu	O
1115	f'ordrc	O
1115	de	O
1115	les	O
1115	désarmer	O
1115	aussitôt	O
1115	,	O
1115	si	O
1115	cette	O
1115	éventualité	O
1115	venait	O
1115	à	O
1115	se	O
1115	produire	O
1115	.	O
1116	A	O
1116	Mexico	I-LIEU
1116	,	O
1116	Ni	O
1116	.	O
1117	Huerta	I-PERS
1117	continue	O
1117	à	O
1117	signer	O
1117	des	O
1117	décrets	O
1117	.	O
1118	L'	O
1118	un	O
1118	d'	O
1118	eux	O
1118	prolonge	O
1118	encore	O
1118	de	O
1118	quinze	O
1118	jours	O
1118	la	O
1118	durée	O
1118	de	O
1118	la	O
1118	période	O
1118	de	O
1118	fêtes	O
1118	légales	O
1118	déjà	O
1118	fixée	O
1118	par	O
1118	lui	O
1118	et	O
1118	qui	O
1118	s'	O
1118	étendait	O
1118	jusqu'	O
1118	au	O
1118	Ier	O
1118	mars	O
1118	.	O
1119	On	O
1119	considère	O
1119	une	O
1119	nouvelle	O
1119	prolongation	O
1119	comme	O
1119	probable	O
1119	.	O
1120	Le	O
1120	gouvernement	I-ORG
1120	serait	O
1120	toujours	O
1120	aux	O
1120	prises	O
1120	avec	O
1120	les	O
1120	difficultés	O
1120	financières	O
1120	,	O
1120	les	O
1120	fonctionnaires	O
1120	de	O
1120	certains	O
1120	départements	O
1120	n'	O
1120	ayant	O
1120	encore	O
1120	reçu	O
1120	qu'	O
1120	un	O
1120	tiers	O
1120	de	O
1120	leur	O
1120	traitement	O
1120	.	O
1121	Certains	O
1121	journaux	O
1121	ont	O
1121	annoncé	O
1121	que	O
1121	des	O
1121	divergences	O
1121	de	O
1121	vues	O
1121	s'	O
1121	étaient	O
1121	produites	O
1121	,	O
1121	entre	O
1121	M.	O
1121	VVilson	I-PERS
1121	et	O
1121	son	O
1121	envoyé	O
1121	extraordinaire	O
1121	au	O
1121	Mexique	I-LIEU
1121	,	O
1121	M.	O
1121	Lind	I-PERS
1121	,	O
1121	.	O
1122	qui	O
1122	aurait	O
1122	été	O
1122	rappelé	O
1122	.	O
1123	Une	O
1123	dépêche	O
1123	de	O
1123	Pass	I-PERS
1123	Christian	I-PERS
1123	,	O
1123	dans	O
1123	l'	O
1123	Etat	I-ORG
1123	du	I-ORG
1123	Mississipi	I-ORG
1123	,	O
1123	où	O
1123	se	O
1123	trouve	O
1123	actuellement	O
1123	.	O
1124	«*	O
1124	•	O
1124	'	O
1124	président	O
1124	,	O
1124	dément	O
1124	cette	O
1124	rumeur	O
1124	.	O
1125	NI	O
1125	.	O
1126	Lind	I-PERS
1126	qui	O
1126	est	O
1126	,	O
1126	en	O
1126	effet	O
1126	,	O
1126	arrivé	O
1126	ce	O
1126	matin	O
1126	dans	O
1126	la	O
1126	ville	O
1126	et	O
1126	a	O
1126	déjeuné	O
1126	avec	O
1126	M.	O
1126	Wilson	I-PERS
1126	.	O
1127	est	O
1127	uniquement	O
1127	venu	O
1127	faire	O
1127	au	O
1127	président	O
1127	un	O
1127	rapport	O
1127	verbal	O
1127	aussi	O
1127	complet	O
1127	que	O
1127	possible	O
1127	sur	O
1127	la	O
1127	situation	O
1127	mexicaine	O
1127	.	O
1128	Dans	O
1128	le	O
1128	courant	O
1128	de	O
1128	l'	O
1128	après-midi	O
1128	,	O
1128	M.	O
1128	Wilson	I-PERS
1128	a	O
1128	annoncé	O
1128	qu'	O
1128	il	O
1128	ferait	O
1128	probablement	O
1128	une	O
1128	nouvelle	O
1128	déclaration	O
1128	au	O
1128	Congrès	O
1128	concernant	O
1128	le	O
1128	Mexique	I-LIEU
1128	.	O
1129	Une	O
1129	manifestation	O
1129	originale	O
1129	met	O
1129	en	O
1129	émoi	O
1129	la	O
1129	Ville	I-LIEU
1129	de	I-LIEU
1129	Cherbourg	I-LIEU
1129	Cherbourg	I-LIEU
1129	,	O
1129	1er	O
1129	janvier	O
1129	.	O
1130	Le	O
1130	jour	O
1130	de	O
1130	l'	O
1130	An	O
1130	a	O
1130	été	O
1130	marqué	O
1130	à	O
1130	Cherbourg	I-LIEU
1130	sur	O
1130	le	O
1130	coup	O
1130	de	O
1130	minuit	O
1130	,	O
1130	par	O
1130	une	O
1130	manifestation	O
1130	anglo-française	O
1130	d'	O
1130	un	O
1130	caractère	O
1130	original	O
1130	.	O
1131	Les	O
1131	transbordeurs	O
1131	de	O
1131	la	O
1131	compagnie	O
1131	anglaise	O
1131	«	O
1131	Whitestar	I-ORG
1131	Line	I-ORG
1131	»	O
1131	,	O
1131	rentrant	O
1131	de	O
1131	la	O
1131	mer	O
1131	avec	O
1131	des	O
1131	passagers	O
1131	transatlantiques	O
1131	,	O
1131	ont	O
1131	fait	O
1131	fonctionner	O
1131	les	O
1131	sirènes	O
1131	pendant	O
1131	une	O
1131	demi-heure	O
1131	.	O
1132	Pendant	O
1132	ce	O
1132	temps	O
1132	,	O
1132	les	O
1132	passagers	O
1132	échangeaient	O
1132	des	O
1132	vceux	O
1132	pour	O
1132	1914	O
1132	.	O
1133	La	O
1133	population	O
1133	,	O
1133	réveillée	O
1133	par	O
1133	ce	O
1133	bruit	O
1133	inaccoutumé	O
1133	,	O
1133	qui	O
1133	n'	O
1133	est	O
1133	usité	O
1133	qu'	O
1133	en	O
1133	cas	O
1133	de	O
1133	sinistre	O
1133	,	O
1133	se	O
1133	porta	O
1133	en	O
1133	foule	O
1133	sur	O
1133	les	O
1133	quais	O
1133	.	O
1134	La	O
1134	police	O
1134	se	O
1134	rendit	O
1134	également	O
1134	au	O
1134	port	O
1134	de	O
1134	commerce	O
1134	.	O
1135	Le	O
1135	capitaine	O
1135	donna	O
1135	alors	O
1135	l'	O
1135	explication	O
1135	suivante	O
1135	Nous	O
1135	avons	O
1135	voulu	O
1135	,	O
1135	dit	O
1135	-il	O
1135	,	O
1135	inaugurer	O
1135	à	O
1135	Cherbourg	I-LIEU
1135	une	O
1135	coutume	O
1135	anglaise	O
1135	du	O
1135	,	O
1135	jour	O
1135	.	O
1136	de	O
1136	l'	O
1136	An	O
1136	,	O
1136	pour	O
1136	adresser	O
1136	nos	O
1136	meilleurs	O
1136	vœux	O
1136	à	O
1136	la	O
1136	population	O
1136	.	O
1137	A	O
1137	Bordeaux	I-LIEU
1137	,	O
1137	un	O
1137	Espagnol	O
1137	tue	O
1137	une	O
1137	jeune	O
1137	servante	O
1137	et	O
1137	se	O
1137	suicide	O
1137	Bordeaux	I-LIEU
1137	,	O
1137	l'	O
1137	r	O
1137	janvier	O
1137	.	O
1138	Un	O
1138	drame	O
1138	de	O
1138	la	O
1138	jalousie	O
1138	,	O
1138	qui	O
1138	a	O
1138	fait	O
1138	deux	O
1138	victimes	O
1138	,	O
1138	s'	O
1138	est	O
1138	déroulé	O
1138	,	O
1138	ce	O
1138	soir	O
1138	,	O
1138	à	O
1138	six	O
1138	heures	O
1138	,	O
1138	dans	O
1138	le	O
1138	quartier	I-LIEU
1138	de	I-LIEU
1138	la	I-LIEU
1138	Bastide	I-LIEU
1138	.	O
1139	Une	O
1139	jeune	O
1139	fllls	O
1139	de	O
1139	vingt	O
1139	ans	O
1139	,	O
1139	Mlle	O
1139	Louise	I-PERS
1139	Bayer	I-PERS
1139	,	O
1139	domestique	O
1139	dans	O
1139	un	O
1139	débit	O
1139	du	O
1139	quai	I-LIEU
1139	de	I-LIEU
1139	Queyriès	I-LIEU
1139	,	O
1139	était	O
1139	,	O
1139	depuis	O
1139	quelque	O
1139	temps	O
1139	,	O
1139	en	O
1139	butte	O
1139	aux	O
1139	assiduités	O
1139	d'	O
1139	un	O
1139	Espagnol	O
1139	nommé	O
1139	Moreno	I-PERS
1139	,	O
1139	âgé	O
1139	de	O
1139	quarante-cinq	O
1139	ans	O
1139	.	O
1140	Ayant	O
1140	été	O
1140	obligée	O
1140	de	O
1140	sortir	O
1140	dans	O
1140	la	O
1140	soirée	O
1140	,	O
1140	elle	O
1140	rencontra	O
1140	ce	O
1140	dernier	O
1140	qui	O
1140	guettait	O
1140	son	O
1140	passage	O
1140	.	O
1141	Comme	O
1141	elle	O
1141	redoutait	O
1141	une	O
1141	vengeance	O
1141	de	O
1141	sa	O
1141	part	O
1141	,	O
1141	elle	O
1141	entra	O
1141	dans	O
1141	un	O
1141	restaurant	O
1141	et	O
1141	demanda	O
1141	à	O
1141	un	O
1141	soldat	O
1141	et	O
1141	à	O
1141	un	O
1141	pompier	O
1141	qui	O
1141	s'	O
1141	y	O
1141	trouvaient	O
1141	de	O
1141	l'	O
1141	accompagner	O
1141	jusque	O
1141	chez	O
1141	elle	O
1141	.	O
1142	Cette	O
1142	précaution	O
1142	devait	O
1142	être	O
1142	inutiie	O
1142	.	O
1143	Moreno	I-PERS
1143	profiiant	O
1143	de	O
1143	l'	O
1143	obscurité	O
1143	,	O
1143	se	O
1143	jeta	O
1143	brusquement	O
1143	sur	O
1143	la	O
1143	.	O
1144	jpunn	O
1144	nllc	O
1144	.	O
1145	lui	O
1145	lira	O
1145	coups	O
1145	de	O
1145	revolver	O
1145	bout	O
1145	portant	O
1145	puis	O
1145	.	O
1146	.	O
1147	se	O
1147	fil	O
1147	sauter	O
1147	la	O
1147	cervelle	O
1147	.	O
1148	Revenus	O
1148	de	O
1148	leur	O
1148	stupeur	O
1148	,	O
1148	les	O
1148	deux	O
1148	compagnons	O
1148	de	O
1148	Louise	I-PERS
1148	Bayer	I-PERS
1148	'	O
1148	il	O
1148	'	O
1148	purent	O
1148	relever	O
1148	que	O
1148	deux	O
1148	cadavres	O
1148	.	O
1149	Les	O
1149	meilleurs	O
1149	renseign^menis	O
1149	on	O
1149	!	O
1150	lecueillis	O
1150	sur	O
1150	la	O
1150	vic	O
1150	;	O
1150	timc	O
1150	.	O
1151	Le	O
1151	meurtrier	O
1151	,	O
1151	au	O
1151	con	O
1151	traire	O
1151	,	O
1151	était	O
1151	redouté	O
1151	par	O
1151	tous	O
1151	dans	O
1151	son	O
1151	quartier	O
1151	.	O
1152	Deux	O
1152	trains	O
1152	de	O
1152	marchandises	O
1152	entrent	O
1152	en	O
1152	collision	O
1152	Béthune	I-LIEU
1152	,	O
1152	Ier	O
1152	janvier	O
1152	.	O
1153	(	O
1153	le	O
1153	la	O
1153	gare	O
1153	de	O
1153	Noeux-less-Mines	I-LIEU
1153	,	O
1153	sur	O
1153	la	O
1153	ligne	O
1153	des	O
1153	houillères	O
1153	,	O
1153	le	O
1153	train	O
1153	de	O
1153	marchandises	O
1153	transportant	O
1153	900	O
1153	tonnes	O
1153	de	O
1153	ininerai	O
1153	d'	O
1153	Hirson	I-PERS
1153	à	O
1153	Berguettes	I-LIEU
1153	,	O
1153	a	O
1153	pris	O
1153	ce	O
1153	matin	O
1153	en	O
1153	écharpe	O
1153	le	O
1153	train	O
1153	de	O
1153	marchandises	O
1153	qui	O
1153	manoeuvrait	O
1153	.	O
1154	Il	O
1154	n'	O
1154	y	O
1154	a	O
1154	pas	O
1154	eu	O
1154	d'	O
1154	accident	O
1154	dé	O
1154	personnes	O
1154	.	O
1155	Quatorze	O
1155	wagons	O
1155	ont	O
1155	dérailler	O
1155	et	O
1155	ont	O
1155	été	O
1155	démolis	O
1155	.	O
1156	Les	O
1156	aeux	O
1156	voies	O
1156	principa	O
1156	les	O
1156	ont	O
1156	été	O
1156	obstruées	O
1156	.	O
1157	cette	O
1157	nuit	O
1157	,	O
1157	nous	O
1157	sachions	O
1157	sur	O
1157	lui	O
1157	à	O
1157	quoi	O
1157	nous	O
1157	en	O
1157	tenir.	O
1157	.	O
1158	La	O
1158	maison	O
1158	comprenait	O
